product_name,reviewer,review_date,review_text
Cosco 6 Foot Centerfold Folding Table Black,HappyGrandma46229,5/6/2021,"This table is very well made. Its top is made of an easily cleanable material which is a big plus. The legs are reliable and not going to collapse under weight, within reason, of course. The fact that it's foldable is fantastic, making it easy to store when not in use. This table will last for years!"
Cosco 6 Foot Centerfold Folding Table Black,Nevaeh,9/3/2020,
Cosco 6 Foot Centerfold Folding Table Black,Paul,5/4/2021,"can damaged dent in top bottom left side of table. Needed it when I received it, with no time to manage a return. I put on a cover to hide the damage. Very disappointed. It is very easy to fold and move around. Extra light weight, if you lean into it, then it will slide as if it is on coasters. Ideal for taking around on the go."
Cosco 6 Foot Centerfold Folding Table Black,joseph,6/18/2021,"I CUT THE PACKAGING TAPE AROUND THE BOX AND I AM STILL UNABLE TO GET THE TABLE OUT OF THE BOX. IT IS JUST TOO HEAVY. I AM 85YRS OLD AND A RECENT WIDOWER AFTER 56 YEARS OF MARRIAGE TO THE SAME WOMAN. MY 2 CHILDREN LIVE IN DIFFERENT CITIES THAN I DO AND THEY BOTH ARE MARRIED WITH FAMILIES AND JOBS. I LIVE IN MY HOUSE BY MYSELF. ALL OF MY FISHING BUDDIES HAVE PASSED ON. I JUST HAVE TO WAIT UNTIL SOMEONE SHOWS UP TO LEND A HAND. AND THEN I CAN CHANGE MY REVIEW OF ""EASE OF USE"""
Cosco 6 Foot Centerfold Folding Table Black,MaryEllen,5/8/2021,"Great quality, Great Price.  I've been wanting a folding table for quite some time. After reading many reviews I chose the COSTCO brand. It is true to the photo and It's just what I wanted.  I do craft shows, and sometimes you have to provide your own table. This is perfect, not too heavy, easy to carry. 
ALSO....after reading reviews on other similar tables,  customers reported that there are other tables for sale,  showing this style/model,  but that when they got it, it was not the same at all.  So buyer beware. CHOOSE COSTCO ."
Cosco 6 Foot Centerfold Folding Table Black,denise,5/14/2021,"I just like the table, easy for me, I'm 68, to use as Fabric cutting table.  I can use it for other things like camping as well.  I loved the fact it is built good, but light-weight enough for me to move around.  Love the carrying-handle.  I would buy again, or another table just for camping."
Cosco 6 Foot Centerfold Folding Table Black,Oreokattmom,8/29/2020,
Cosco 6 Foot Centerfold Folding Table Black,Carolyn,5/8/2021,"I wanted to pair it with a 6' table I already had for a larger workspace and was delighted it was the same height, exactly as described. But this folding table is already much easier to store and move around. It has a small latch to keep it closed for carrying.  And they shipped it for free! Yeah!"
Cosco 6 Foot Centerfold Folding Table Black,Bagby,4/25/2021,"The table comes folded in cardboard. I wished there were handles to help carry the box.Easy set up..Table unfolds.Legs are snapped open,pulled into position and locked in place. I liked the fold table in half because when table not in use,it can be folded with legs going up in table,fold and their is a catch to hold the table
When down it can easily be kept in a fairly small area like -under bed,in back of closet,behind the sofa.
The Table can easily be washed. It can be used outside or inside
 I have washed the table with a garden hose and no harm to table. Very sturdy, easy to open n set up or vice versa,can be stored open or closed in half."
Cosco 6 Foot Centerfold Folding Table Black,Glenda,4/28/2021,"This table was very, very heavy. I will not be able to lift it into my car. I also thought it had a handle, but there was not a handle. I am trying to schedule a pick-up because I cannot return it myself. So far that has not gone well. Would not recommend it if you need to transport regularly."
Cosco 6 Foot Centerfold Folding Table Black,BBW,7/14/2021,"This is a very sturdy table. It is as it's described. The only dislike I have is since it's so big I would have perfered a handle to carry it because I use it for pop up shops and sometimes I have to carry things from my car to event space.

Other than that a good table for the price!"
Cosco 6 Foot Centerfold Folding Table Black,Angela,8/25/2020,Good deal
Cosco 6 Foot Centerfold Folding Table Black,SarahG,4/23/2021,"No bumps, dents or scratches. They even had it at a local store and they delivered it 2 1/2 hours after I ordered! I def recommend if anyone needs it. The only reason why I am returning is because it's *just* too big enough for the space I have. I will be swapping for the 5' table"
Cosco 6 Foot Centerfold Folding Table Black,Lotus,2/23/2021,Very nice table.
Cosco 6 Foot Centerfold Folding Table Black,IheartTX,6/21/2021,I purchased two of these for our home learning space.  There is enough room for computer work on one half and project work on the other.  They do take up quite a bit of space.  The table would also function well for extra dinner or part guests.  It does fold up and store easily when not in use.
Cosco 6 Foot Centerfold Folding Table Black,CindyB,7/20/2021,"Couldn't be happier with ANY foldable table - If I had more room (I'm using it in a smaller bedroom as computer desk) I'd buy another one.  The only thing was, it is a bit heavy for me to carry upstairs to my room, but it has a strong, built-in handle that helps tremendously.  I had to get a friend to carry it upstairs for me.  Easy set-up, strong, materials are great."
Cosco 6 Foot Centerfold Folding Table Black,grammatoe,4/25/2021,"This is my 2nd table! I love it! I let my daughter have my first one for her outdoor family gatherings and camping and it's the perfect size! I use my new one in my sewing room and it's great! I'm tall and have a bad back so I put 8"" bed posts under the legs and it's perfect! Made really good and I highly recommend! It folds so easy and the handle makes it easy to move. Really pleased with it."
Cosco 6 Foot Centerfold Folding Table Black,kim,5/11/2021,The shelves were missing a leg! I don't know who to even begin getting a replacement. It's so frustrating because I love the shelves otherwise. The table is great. Walmart refunded me for the first set of shelves that they sold me but didn't have in stock somehow so I wasn't holding a grudge but now they send me a shelf I can't put together. Don't want to return the whole set because the others are fine and I need them. Any Idea what to do?
Cosco 6 Foot Centerfold Folding Table Black,Souplover,6/20/2021,This table I ordered was just what I needed. Easy to take out of the box and open. The table had a gash in the middle of it. I have had this unfortunate incident with Walmart deliveries before. One of the drawbacks of ordering items online. It will be to much trouble to return at this point so I will have to find something to cover the top of the table.
Cosco 6 Foot Centerfold Folding Table Black,MarcieG,6/24/2021,"I bought 3 of these tables from Walmart. I love that they fold for easy carrying and storage. We use them for every holiday, event etc! We even use them just to sit outside and eat on. They are very sturdy and are worth every penny spent on them! I even convinced my neighbor to buy 2 as well! Haha! If you are looking for a good table at an excellent price, these are the tables for you!"
